listing_id,current_locality,resolved_locality,building_name,raw_message_snippet,source,group_name,is_link_only
677781,,Andheri East,Vinay Nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠Rasaj Green
📍Ramdev park 
  Aera 418 Cost 90L

🏠PNK Imperial Heights 
📍Shanti Garden 
  Aera 425 Cost 70L

🏠Unique Eastate
📍Kanakia 
  A",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
677786,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠Rasaj Green
📍Ramdev park 
  Aera 418 Cost 90L

🏠PNK Imperial Heights 
📍Shanti Garden 
  Aera 425 Cost 70L

🏠Unique Eastate
📍Kanakia 
  A",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
677791,,Andheri East,Vinay Nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠Rasaj Green
📍Ramdev park 
  Aera 418 Cost 90L

🏠PNK Imperial Heights 
📍Shanti Garden 
  Aera 425 Cost 70L

🏠Unique Eastate
📍Kanakia 
  A",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
677800,,Andheri East,Vinay Nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠Rasaj Green
📍Ramdev park 
  Aera 418 Cost 90L

🏠PNK Imperial Heights 
📍Shanti Garden 
  Aera 425 Cost 70L

🏠Unique Eastate
📍Kanakia 
  A",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678305,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠JP Aviva 
📍Vinay nagar 
  Aera 390 Cost 64L

🏠swagat Heights 
📍Hatkesh 
  Aera 425 Cost 69L

🏠Sendstone 
📍Kanakia 
🚗car parking 
  Aera",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678314,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠JP North Elara
📍Vinay nagar 
  Aera 390 Cost 61L

🏠Gaurav Valley Lily 
📍Hatkesh 
  Aera 425 Cost 55L

🏠NG Shelter 
📍Kanakia 
  Aera 430",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678321,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠JP Aviva 
📍Vinay nagar 
  Aera 390 Cost 64L

🏠swagat Heights 
📍Hatkesh 
  Aera 425 Cost 69L

🏠Sendstone 
📍Kanakia 
🚗car parking 
  Aera",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678338,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠JP North Elara
📍Vinay nagar 
  Aera 390 Cost 61L

🏠Gaurav Valley Lily 
📍Hatkesh 
  Aera 425 Cost 55L

🏠NG Shelter 
📍Kanakia 
  Aera 430",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678347,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠JP North Elara
📍Vinay nagar 
  Aera 390 Cost 61L

🏠Gaurav Valley Lily 
📍Hatkesh 
  Aera 425 Cost 55L

🏠NG Shelter 
📍Kanakia 
  Aera 430",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678459,,Western Suburbs Prime,Anand Nagar,"🏵️ *Available For Sell*🏠________________________
👉 2 Bhk         
👉 Unnathi Woods, Phase -6
👉 Anand Nagar
👉*88L Nego*

📞 *MANGALMURTI HOMES*

ANISH Patel:9892486025",building_name (building_name_aliases),KING'S OF REALTY THANE (3),False
678480,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️2bhk Urgent sale ⭐️

🏠Bhairav Residency 
📍Kanakia 
  Aera 690 Cost 1.15cr

🏠Mira Sagar 
📍Ramdev park 
  Aera 690 Cost 85L

🏠Jupiter Mercury 
📍Poonam sagar",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678497,,Western Suburbs Prime,Plesant park,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️2bhk Urgent sale ⭐️

🏠Bhairav Residency 
📍Kanakia 
  Aera 690 Cost 1.15cr

🏠Mira Sagar 
📍Ramdev park 
  Aera 690 Cost 85L

🏠Jupiter Mercury 
📍Poonam sagar",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
678741,,Thane West,*Vijay Vatika,"🏠 *Available For Sell*

🪞 *1 Bhk*
🪞 *Vijay Vatika*
🪞 *60L Nego*
〰️〰️〰️〰️〰️〰️〰️〰️〰️
📞 *MANGALMURTI HOMES*

ANISH:9892486025",building_name (building_name_aliases),KING'S OF REALTY THANE (3),False
678841,,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️1bhk Urgent sale ⭐️

🏠Unique Aaram 
📍Poonam garden 
  Aera 418 Cost 75L

🏠Barcelona 
📍Vinay nagar 
  Aera 425 Cost 75L

🏠SKD Pinacola 
📍Kanakia 
  Aera 430 Co",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
681073,,Western Suburbs Mid,Horizon heights*,"🔥 *1 bhk flat for rent*

*1 BHK at horizon Palms phase 3..🏡*

💸*Rent - 23 k*
💰*Deposit- 80*

📍*Semi Furnished with Modular kitchen*
-------------------------------------
*Horizon heights*🏡

💸*Rent - 2",building_name (building_name_aliases),KING'S OF REALTY THANE (3),False
689871,,South Mumbai Prime,Carmichael Residence,"*Exclusive Apartment Available on Sale* 

Carmichael Road 

*Carmichael Residence* 
4 BHK Converted 
into Spacious 3 BHK 
3300 Sq Ft Carpet 
Newly Fully Furnished Apartment 
4 Car Parks 
Interior Done",building_name (building_name_aliases),Accommodation Premium Listing,False
690438,,Western Suburbs Extended,Dosti Oro67,"*🏖️SALE-SALE-SALE- SALE🏖️*

*🌻1RK FLATS FOR SALE🌻*
*🪷RNA REGENCY PARK*
1RK :-325+ CARPET 
*@79 LAKHS*

*🌻1BHK FLATS FOR SALE🌻*

*🪷ANANT TARA*
1BHK:- 440+ CRPT
HIGHER FLOOR 
*@1.40CR (WITH PARKING)*

*",building_name (building_name_aliases),Mumbai real estate group1,False
691585,,Western Suburbs Mid,Adani Western Height,"*ADANI WESTERN HEIGHT*

RENTAL INVENTORY  

🏡 3 BHK CONVERTED INTO 2 BHK EXCLUSIVELY DONE UP WITH WHITE'S GOODS 
1300 SQFT CARPET 2 PARKING 
HIGHER FLOOR 
*ASKING RENT 3.25* LAKH NEGOTIABLE 

🏡 3 BHK",building_name (building_name_aliases),DEEPAK CHAUDHARI ☑️Andheri west only,False
692532,,Western Suburbs Far,JK Irish,"🏢Siddhi reality 🏢
📢Urgent sell flats 📢
🏠1BHK 70L to 80L 🏠

🏠 Jangid Home 
Jangid estate 
Area 425
Cost 70L

🏠 Barsalona 
Vinay nagar 
Area 475
Cost 75L

🏠SKD Pinacola 
Poonam Garden 
Area 410
Cost 75L",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
692754,,Western Suburbs Far,JK Irish,"🏢Siddhi reality 🏢
📢Urgent sell flats 📢
🏠1BHK 75L to 90L 🏠

🏠 Unique Aarum 
Kanakia 
Area 425
Cost 75L

🏠 Ecocity s3 Orchid 
Shanti Garden 
Area 450
Cost 73L

🏠JK IRISH 
Vinay nagar 
Area 410
Cost 78L",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
692772,,Western Suburbs Far,JK Irish,"🏢Siddhi reality 🏢
📢Urgent sell flats 📢
🏠1BHK 75L to 90L 🏠

🏠 Unique Aarum 
Kanakia 
Area 425
Cost 75L

🏠 Ecocity s3 Orchid 
Shanti Garden 
Area 450
Cost 73L

🏠JK IRISH 
Vinay nagar 
Area 410
Cost 78L",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
692775,,Western Suburbs Far,JK Irish,"🏢Siddhi reality 🏢
📢Urgent sell flats 📢
🏠1BHK 75L to 90L 🏠

🏠 Unique Aarum 
Kanakia 
Area 425
Cost 75L

🏠 Ecocity s3 Orchid 
Shanti Garden 
Area 450
Cost 73L

🏠JK IRISH 
Vinay nagar 
Area 410
Cost 78L",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
692866,,Western Suburbs Prime,June blossoms,"*June blossoms*
On Manuel Gonsalves road, between ( Hill rd & Turner rd)

1300 sq ft carpet
2 large car parking
Fully covered
2.6 lakh pm rent,
3 month deposit, 
Video Available

For more info call
Jy",building_name (building_name_aliases),Bandra Broker Group,False
693865,,Western Suburbs Far,*Unique Aurum,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

*2 BHK On Sale*

🔷 *Unique  Aurum*
980 Sqft @ 1.38 Cr

🔷 *Tanvi Hiraco Ph.1*
1100 Sqft Terrace @1.65 Cr , Nego.
Furnished.

🔷 *Sai Plaza*
750 Carpet @ 1.28 Cr

🔷 *JK Iris*
670 Sqft carpet@",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
693879,,Western Suburbs Far,*JK Iris,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

*2 BHK On Sale*

🔷 *Unique  Aurum*
980 Sqft @ 1.38 Cr

🔷 *Tanvi Hiraco Ph.1*
1100 Sqft Terrace @1.65 Cr , Nego.
Furnished.

🔷 *Sai Plaza*
750 Carpet @ 1.28 Cr

🔷 *JK Iris*
670 Sqft carpet@",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
693889,,Western Suburbs Extended,*DB Ozone,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

*2 BHK On Sale*

🔷 *Unique  Aurum*
980 Sqft @ 1.38 Cr

🔷 *Tanvi Hiraco Ph.1*
1100 Sqft Terrace @1.65 Cr , Nego.
Furnished.

🔷 *Sai Plaza*
750 Carpet @ 1.28 Cr

🔷 *JK Iris*
670 Sqft carpet@",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
693920,,Western Suburbs Far,*Heena Presidency,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

*2 BHK On Sale*

🔷 *Unique  Aurum*
980 Sqft @ 1.38 Cr

🔷 *Tanvi Hiraco Ph.1*
1100 Sqft Terrace @1.65 Cr , Nego.
Furnished.

🔷 *Sai Plaza*
750 Carpet @ 1.28 Cr

🔷 *JK Iris*
670 Sqft carpet@",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
693925,,Western Suburbs Mid,Shanti Park,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

🎯 *1 BHk Flat for Sale*


🔷 *Happy Home  Residency*
420 Sqft CA @ 75 Lacs

🔷 *Kasturi Vandana*
680 Sqft @ 68 Lacs

🔷 *Tanvi Hiraco*
629 Sqft  @ 80 Lacs

🔷 *Mahadev Tower*
500 carpet @ 85 La",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
693947,,Western Suburbs Far,*Raj Horizon,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

*2 BHK On Sale*

🔷 *Unique  Aurum*
980 Sqft @ 1.38 Cr

🔷 *Tanvi Hiraco Ph.1*
1100 Sqft Terrace @1.65 Cr , Nego.
Furnished.

🔷 *Sai Plaza*
750 Carpet @ 1.28 Cr

🔷 *JK Iris*
670 Sqft carpet@",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
693949,,Western Suburbs Far,*Hubtown Iris,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

🎯 *1 BHk Flat for Sale*


🔷 *Happy Home  Residency*
420 Sqft CA @ 75 Lacs

🔷 *Kasturi Vandana*
680 Sqft @ 68 Lacs

🔷 *Tanvi Hiraco*
629 Sqft  @ 80 Lacs

🔷 *Mahadev Tower*
500 carpet @ 85 La",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
693954,,Western Suburbs Far,*Kasturi Heights,"🪜🪜🪜🪜🪜🪜🪜🪜🪜

*2 BHK On Sale*

🔷 *Unique  Aurum*
980 Sqft @ 1.38 Cr

🔷 *Tanvi Hiraco Ph.1*
1100 Sqft Terrace @1.65 Cr , Nego.
Furnished.

🔷 *Sai Plaza*
750 Carpet @ 1.28 Cr

🔷 *JK Iris*
670 Sqft carpet@",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
694952,,Western Suburbs Mid,shanti park,"🏢 Siddhi Reality 🏢
📣📣 Urgent Sale 📣
📢 2BHK Flat On Sale
🏬2BHK💥 70L 💥80L

 

🏬 Royal Accord
📍 shanti park 
     Area 650
     Cost. 70L

🏬 Vashudev Complex 
📍 Kanakia 
     Area 650
     Cost 72.5L

🏬",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
695438,,Western Suburbs Prime,Supreme Headquaters,"*Available direct on L/L*

Office premises in Supreme Headquaters 

1140 carpet , Higher Floor 
 Fully Furnished, 
Ready to move in  
2 Car parks 
Rent : 5.50 Lacs

*Pls call for inspection 9833582383",building_name (building_name_aliases),BKS Agents Group 🤝,False
697125,,Western Suburbs Extended,Dheeraj Upavan,"1 BHK  Dattani park   Furnish 
 1.5/35k

1 bhk Dheeraj Upavan Fully furnished 1.5 Deposit 36k 

2 bhk Oberoi park view FF  3 lac Deposit 80k 

2 bhk Dheeraj Regency   FF 2/48k

2 bhk Gayatri Satsang S",building_name (building_name_aliases),🏨 ANSHIKA 🕉️ PROPERTIES 🏨,False
697130,,Western Suburbs Extended,Oberoi park view FF,"1 BHK  Dattani park   Furnish 
 1.5/35k

1 bhk Dheeraj Upavan Fully furnished 1.5 Deposit 36k 

2 bhk Oberoi park view FF  3 lac Deposit 80k 

2 bhk Dheeraj Regency   FF 2/48k

2 bhk Gayatri Satsang S",building_name (building_name_aliases),🏨 ANSHIKA 🕉️ PROPERTIES 🏨,False
700153,,Western Suburbs Mid,Shanti Park,"*🔥Distress Sale🔥*
    *Skyline 2*
*2BHK FLAT FOR SALE*
  *Shanti Park* 

*2 Unit*
 *Note : Direct*

*93Lakh*++. Middle Floor
*96Lakh*++ Higher Floor

*(OC/CC All Title Clear)*
..…………………………………

*Makaan",building_name (building_name_aliases),Mira rd 🚉to Boisar Prop.3,False
705921,Goregaon,Andheri East,Vinay nagar,"⭐️Siddhi Realty ⭐️
⭐️new Inventory’s ⭐️
⭐️2bhk Urgent sale ⭐️

🏠Bhairav Residency 
📍Kanakia 
  Aera 690 Cost 1.18Cr

🏠Asho Palav 
📍Poonam Garden 
  Aera 690 Cost 1.5Cr

🏠Sadguru Paradise 
📍Kanakia",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
707515,,Thane,Runwal Eiren,"🏡 1 BHK Flats Available for Sale

📍 Highland Spring
📐 Carpet: 396 sq.ft.
🪟 Finishing Done | East-West Facing
💰 Price: ₹70 Lac (Final)

📍 Runwal Eiren
📐 Carpet: 425 sq.ft.
💰 Price: ₹80 Lac (Final)

📍 R",building_name (building_name_aliases),KING'S OF REALTY THANE (3),False
708549,,South Mumbai Central,Model recidency,"*Model recidency 1.5 bhk sale*
Sat rashta circle Mahalakshmi Near la view
Fully furnished *Jain derasar available*
2 cr bike Parking 2 bathroom 
Building with compound
*50/50 Ratio Payment possible*
2",building_name (building_name_aliases),Ananta Realty,False
715953,,Western Suburbs Prime,Season Trimurti,"*AVAILABLE  FLATS ON SALE* 
          
           *2 BHK*

~    KL Astoria 
      Higher Floor 
      Asking : *8.5 Cr*

~    Season Trimurti 
      Lower Floor 
     Asking : *4.9 Cr*

~   Amin ultra",building_name (building_name_aliases),VENUS REAL ESTATE  🏘,False
716539,,Thane West,Mahavir kalpavruksha.,"🔥*1BHK for sale*

*Horizon plam phase 3*

💰*Price- 52 lac*
📌Carpet - *435 sqft with balcony*
----------------------------------
*Mahavir kalpavruksha.🏡*

💸*Price - 65 lac*
💸*Carpet - 406*
------------",building_name (building_name_aliases),KING'S OF REALTY THANE (3),False
718447,,Western Suburbs Prime,The 50 Seven,"Direct 4bhk Outright Sale

*Apollo Heights*
4bhk
Higher floor 
1722 carpet 
Bareshell
Khar 14th road
3 car parks 
*Price- 12cr*
Building has multiple amenities 

*Azumi*
4bhk plus balcony 
1800 carpet",building_name (building_name_aliases),Amigo Rental Properties Group,False
719342,,Western Suburbs Mid,shanti park,"🏢 Siddhi Reality 🏢
📣📣 Urgent Sale 📣
📢 2BHK Flat On Sale
🏬2BHK💥 85L 💥90L

 

🏬 Rekha Retreat Chs
📍 shanti park 
     Area 650
     Cost. 85L

🏬 Maniopus 1.5bhk
📍 Kashi mira
     Area 650
     Cost 85L",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
719353,,Andheri East,Vinay nagar,"🏢 Siddhi Reality 🏢
📣📣 Urgent Sale 📣
📢 2BHK Flat On Sale
🏬2BHK💥 85L 💥90L

 

🏬 Rekha Retreat Chs
📍 shanti park 
     Area 650
     Cost. 85L

🏬 Maniopus 1.5bhk
📍 Kashi mira
     Area 650
     Cost 85L",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
725922,,Western Suburbs Far,N.G Shelter,"✨ *Flats For Sale* ✨

1BHk Poonam Sagar
Road Facing, Open View 
Near Indian Bank
Rate:- 77 Lac negotiable 
All Caste Welcome 

1BHk Rawal Nagar
Near Railway Station 
3rd Out Of 3rd
Big Size Area 
65 L",building_name (building_name_aliases),MIRA BHAYANDER REAL ESTATE GROUP,False
726153,,Western Suburbs Mid,Lashkariya Green Height,"*LASHKARIYA GREEN HEIGHT*

*DISTRESS SALE*

2 BHK APARTMENTS FOR SALE 

CARPET 750 + 
1 CAR PARKING

*ALSO AVAILABLE ON RENT*
RENT 85K

CALL FOR INSPECTION 
PRAVEEN SHAH
7700072903
9820009095",building_name (building_name_aliases),Real Estate Giants (24×7),False
726666,,Western Suburbs Mid,Adani Inspire Hub,"*COMMERCIAL OFFICE'S AVAILABLE ON RENT*

🏢*LOTUS SIGNATURE*
VERA DESAI ROAD 
EXCLUSIVE DONE UP 
2545 SQFT CARPET 
ASKING RENT 8LAKH NEGOTIABLE 

🏢 *ADANI INSPIRE HUB*
1000 SQFT 
FURNISHED CONDITION,
A",building_name (building_name_aliases),Real Estate Giants (24×7),False
726962,,Western Suburbs Mid,Gurukrupa Dhyanam*,"🏢 *GURUKRUPA DHYANAM* 🏢
7 BUNGALOWS 

MULTIPLE OPTIONS

*WELL DONE UP FLAT*
*NEW CONSTRUCTION*
➖➖➖➖➖➖➖➖➖ 
 *RENTAL OPTIONS* 
2BHK UF 1.10L

 *SALE*
2BHK 714 sqft 3.50CR 
2BHK 731 sqft 3.75CR 
2BHK 756",building_name (building_name_aliases),Juhu mangesh salian,False
727985,,Thane West,Neelkanth Wood,"*RAJANIGANDHA*
FURNISHED FLAT 
RENT 27K NEGO 

*VASANT VIHAR*
ONLY KITCHEN 
RENT 27K NEGO 

*ASHAR AXIS*
ONLY KITCHEN 
RENT 35K NEGOTIABLE 

*TATA SERIAN*
KITCHEN AND AC
RENT 35K NEGOTIABLE 

*AVAILAB",building_name (building_name_aliases),KING'S OF REALTY THANE (3),False
728952,,Western Suburbs Far,JK Irish,"📣📣 Urgent Sale 📣📣
📢 1BHK Flat On Sale 📢

🏠 Arihant Apt
    Area 390
    Cost 61L

🏠 Barcelona 
   Area 475
  Cost 75L

🏠SKD Pinacolo 
   Area 410
  Cost 75L

🏠 Hiraco Emenance 
      Area 545
      Co",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
728975,,Western Suburbs Far,JK Irish,"📣📣 Urgent Sale 📣📣
📢 1BHK Flat On Sale 📢

🏠 Arihant Apt
    Area 390
    Cost 61L

🏠 Barcelona 
   Area 475
  Cost 75L

🏠SKD Pinacolo 
   Area 410
  Cost 75L

🏠 Hiraco Emenance 
      Area 545
      Co",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
732641,,Thane West,Sangvi Hills,"🌸 *INVENTORIES* *AVAILABLE ON SALE* 🌸
****""""""""""********""""""""""""****""""""
 *(1/2/3/=


=⁠_⁠==⁠_⁠==⁠_⁠==⁠_⁠==⁠_⁠==⁠_⁠==⁠_⁠==⁠_

👉 *1BHK :-* 
 *PURANIK HOME TOWN* 
 *with balcony 52 lakh* 

=⁠_⁠==⁠_⁠==⁠_⁠==⁠",building_name (building_name_aliases),KING'S OF REALTY THANE (3),False
732826,Goregaon,Western Suburbs Prime,Imperial Height,"*Imperial Height*
_Best Colony, Goregaon W_

*3BHK FOR SALE*
-1390 Sqft Carpet 
-Higher Floor 
-Above 27th Floor
-Double Balconies 
-2 Car Parking 
*-Price 5.75 Cr slightly neg*

_2 Hrs Notice For Ins",building_name (building_name_aliases),LAXMI PROPERTIES (Western),False
737032,,Western Suburbs Prime,June Blossoms,"| 3 BHK with Balconies | Bandra West L/L |
|  *JUNE BLOSSOMS* |
| Manuel Gonsalves Rd |
| Higher Floor | Open Green Views |
| 2 Car Parks |
| Gym n kids play area |
| Terrace garden |
| Semi-Furnished",building_name (building_name_aliases),Bandra Broker Group,False
740904,Goregaon,Western Suburbs Prime,Imperial Height,"*Imperial Height*
_Best Colony, Goregaon W_

*3BHK FOR SALE*
-1390 Sqft Carpet 
-Higher Floor 
-Above 27th Floor
-Double Balconies 
-2 Car Parking 
*-Price 5.75 Cr slightly neg*

_2 Hrs Notice For Ins",building_name (building_name_aliases),Bandra Broker Group,False
743765,Bandra West,Western Suburbs Prime,Sayba Emerald*,"*PRE LEASED COMMERCIAL OFFICES FOR SALE*

*Sayba Emerald*, Above Burger King, Opp Bandra Station, Bandra West 

1137 sq ft
Glass facade building, building with lift, one car parking.

Currently on ren",building_name (building_name_aliases),Bandra Broker Group,False
744437,,Western Suburbs Mid,Standford Plaza,"*Direct Outright Inventory*

*Richa* 
280 Carpet 
Furnished 
1 Car Parking 
Asking 1.50Cr

*Peninsula plaza*
Carpet 375
Furnished 
1 Car Parking
Asking 1.80Cr

*Standford Plaza*
750 Carpet 
UnFurnishe",building_name (building_name_aliases),G1 Realty (mumbai),False
744446,,Western Suburbs Mid,Standford Plaza,"*Direct Outright Inventory*

*Richa* 
280 Carpet 
Furnished 
1 Car Parking 
Asking 1.50Cr

*Peninsula plaza*
Carpet 375
Furnished 
1 Car Parking
Asking 1.80Cr

*Standford Plaza*
750 Carpet 
UnFurnishe",building_name (building_name_aliases),G1 Realty (mumbai),False
